Nombre,Equipo,Liga,Fecha Nacimiento,Edad,Contrato Hasta,Lugar Nacimiento,Posicion,Valor Mercado,Agente,Proveedor
Sergio Guerrero,FC Cartagena,2ª División,10/04/1999,25,30/06/2026,Alameda,Mediocentro,400000,IS SPORTS AGENCY,Proveedor no encontrado
Andy Rodríguez,FC Cartagena,2ª División,30/01/1990,34,30/06/2025,Almuñécar,Mediocentro,100000,Agente no encontrado,Proveedor no encontrado
Jairo Izquierdo,FC Cartagena,2ª División,22/10/1993,30,30/06/2026,Santa Cruz de ...,Extremo izquierdo,800000,JV SPORTS,Proveedor no encontrado
Cedric Teguia,FC Cartagena,2ª División,01/10/2001,23,30/06/2026,Douala,Extremo izquierdo,500000,Promoesport,Proveedor no encontrado
Hugo González,FC Cartagena,2ª División,07/02/2003,21,30/06/2025,Valencia,Extremo derecho,300000,WAKAI SPORTS,Proveedor no encontrado
Pocho Román,FC Cartagena,2ª División,10/02/2004,20,30/06/2025,Buenos Aires,Extremo derecho,300000,Hernan Berman,adidas
Dani Escriche,FC Cartagena,2ª División,24/03/1998,26,30/06/2025,Burriana,Delantero centro,800000,JV SPORTS,Proveedor no encontrado
Gastón Valles,FC Cartagena,2ª División,10/05/2001,23,30/06/2025,Montevideo,Delantero centro,500000,Marcelo Tejera,Proveedor no encontrado
Alfredo Ortuño,FC Cartagena,2ª División,21/01/1991,33,30/06/2026,Yecla,Delantero centro,500000,Football Promotions ...,Proveedor no encontrado
Alfonso Herrero,Málaga CF,2ª División,21/04/1994,30,30/06/2026,Toledo,Portero,400000,CAA Stellar,Proveedor no encontrado
Carlos López,Málaga CF,2ª División,13/11/2004,19,30/06/2027,Málaga,Portero,100000,CAA Base Ltd,Proveedor no encontrado
Nélson Monte,Málaga CF,2ª División,20/07/1995,29,30/06/2026,Vila do Conde,Defensa central,500000,MC Striker,Proveedor no encontrado
Einar Galilea,Málaga CF,2ª División,22/05/1994,30,30/06/2025,Vitoria-Gasteiz,Defensa central,400000,IDUB GLOBAL,Proveedor no encontrado
Álex Pastor,Málaga CF,2ª División,01/10/1999,25,30/06/2026,Barcelona,Defensa central,300000,Footfeel ISM,Proveedor no encontrado
Moussa Diarra,Málaga CF,2ª División,20/01/2002,22,30/06/2026,Bamako,Defensa central,100000,Promoesport,Proveedor no encontrado
Diego Murillo,Málaga CF,2ª División,14/03/2001,23,30/06/2027,Malagón,Defensa central,100000,33 Sport,Proveedor no encontrado
Dani Sánchez,Málaga CF,2ª División,14/01/2000,24,30/06/2025,Málaga,Lateral izquierdo,200000,Sports&Life,Proveedor no encontrado
Jokin Gabilondo,Málaga CF,2ª División,09/04/1999,25,30/06/2025,Urretxu,Lateral derecho,400000,IDUB GLOBAL,Proveedor no encontrado
Carlos Puga,Málaga CF,2ª División,26/11/2000,23,30/06/2026,Albuñol,Lateral derecho,300000,YOU FIRST,Proveedor no encontrado
Luismi Sánchez,Málaga CF,2ª División,05/05/1992,32,30/06/2026,Puerto Serrano,Pivote,500000,JV SPORTS,Proveedor no encontrado
Dani Lorenzo,Málaga CF,2ª División,05/04/2003,21,30/06/2027,Marbella,Mediocentro,400000,CAA Stellar,Proveedor no encontrado
Ramón Enríquez,Málaga CF,2ª División,19/04/2001,23,30/06/2026,Granada,Mediocentro,300000,Niagara Sports ...,Proveedor no encontrado
Manu Molina,Málaga CF,2ª División,20/11/1991,32,30/06/2025,Huelva,Mediocentro,300000,JV SPORTS,Proveedor no encontrado
Juanpe,Málaga CF,2ª División,31/03/1996,28,30/06/2026,Jerez de la Frontera,Mediocentro,200000,IFM,Proveedor no encontrado
Luca Sangalli,Málaga CF,2ª División,10/02/1995,29,30/06/2025,San Sebastián,Mediocentro,200000,YOU FIRST,Proveedor no encontrado
Izan Merino,Málaga CF,2ª División,15/04/2006,18,30/06/2027,Málaga,Mediocentro,100000,Agente no encontrado,Proveedor no encontrado
Aarón Ochoa,Málaga CF,2ª División,18/04/2007,17,30/06/2027,Marbella,Mediocentro ofensivo,500000,Agente conocido - jugador menor de edad,Proveedor no encontrado
Antonio Cordero,Málaga CF,2ª División,14/11/2006,17,30/06/2025,Jerez de la Frontera,Extremo izquierdo,2000000,Agente conocido - jugador menor de edad,Proveedor no encontrado
Julen Lobete,Málaga CF,2ª División,18/09/2000,24,30/06/2027,Lezo,Extremo izquierdo,1200000,Wasserman,Proveedor no encontrado
Kevin Medina,Málaga CF,2ª División,26/02/2001,23,30/06/2025,Málaga,Extremo izquierdo,800000,Footfeel ISM,Proveedor no encontrado
Yanis Rahmani,Málaga CF,2ª División,13/05/1995,29,30/06/2025,Champigny-sur-Marne,Extremo izquierdo,700000,IGdreamsfootball,Proveedor no encontrado
David Larrubia,Málaga CF,2ª División,20/04/2002,22,30/06/2027,Málaga,Extremo derecho,400000,IFM,adidas
Haitam Abaida,Málaga CF,2ª División,01/06/2002,22,30/06/2027,Polinyà,Extremo derecho,200000,Footfay,Proveedor no encontrado
Sergio Castel,Málaga CF,2ª División,22/02/1995,29,30/06/2025,Las Rozas,Delantero centro,700000,CAA Stellar,Proveedor no encontrado
Roko Baturina,Málaga CF,2ª División,20/06/2000,24,30/06/2025,Split,Delantero centro,600000,Miembro de su familia,Proveedor no encontrado
Dioni,Málaga CF,2ª División,21/12/1989,34,30/06/2025,Málaga,Delantero centro,400000,Promoesport,Proveedor no encontrado
Carlos Marín,Córdoba CF,2ª División,20/02/1997,27,30/06/2027,Almería,Portero,400000,JV SPORTS,Proveedor no encontrado
Ramon Vila,Córdoba CF,2ª División,18/02/2002,22,30/06/2025,Sallent de Llobregat,Portero,200000,TACTIC GRUP - ...,Proveedor no encontrado
Marvel,Córdoba CF,2ª División,07/01/2003,21,30/06/2025,Casablanca,Defensa central,500000,Roalza,Proveedor no encontrado
Adrián Lapeña,Córdoba CF,2ª División,16/04/1996,28,30/06/2025,Logroño,Defensa central,400000,IDUB GLOBAL,Proveedor no encontrado
José Antonio Martínez,Córdoba CF,2ª División,12/02/1993,31,30/06/2025,La Palma del Condado,Defensa central,400000,Footfeel ISM,Proveedor no encontrado
Matías Barboza,Córdoba CF,2ª División,13/02/2002,22,30/06/2025,Málaga,Defensa central,100000,Footfay,Proveedor no encontrado
José Calderón,Córdoba CF,2ª División,07/01/2000,24,30/06/2026,Paradas,Lateral izquierdo,300000,Promoesport,Proveedor no encontrado
Carlos Isaac,Córdoba CF,2ª División,30/04/1998,26,30/06/2025,Navalmoral de la ...,Lateral derecho,500000,Roalza,Proveedor no encontrado
Carlos Albarrán,Córdoba CF,2ª División,15/01/1994,30,30/06/2025,Badalona,Lateral derecho,200000,MagicPlayers,Proveedor no encontrado
Genaro Rodríguez,Córdoba CF,2ª División,23/03/1998,26,30/06/2025,Gerena,Pivote,500000,RR-Soccer ...,Proveedor no encontrado
Álex Sala,Córdoba CF,2ª División,09/04/2001,23,30/06/2026,Barcelona,Mediocentro,400000,JV SPORTS,Proveedor no encontrado
Théo Zidane,Córdoba CF,2ª División,18/05/2002,22,30/06/2026,Marseille,Mediocentro,300000,Roalza,Proveedor no encontrado
Isma Ruiz,Córdoba CF,2ª División,14/02/2001,23,30/06/2026,Gójar,Mediocentro,300000,Sports&Life,Proveedor no encontrado
Xavi Sintes,Córdoba CF,2ª División,05/08/2001,23,30/06/2026,Mahón,Mediocentro,200000,CAA Stellar,Proveedor no encontrado
Ander Yoldi,Córdoba CF,2ª División,09/09/2000,24,30/06/2025,Pamplona,Extremo izquierdo,400000,INVSPORT (Sergio ...,Proveedor no encontrado
Cristian Carracedo,Córdoba CF,2ª División,30/11/1995,28,30/06/2025,L'Hospitalet de ...,Extremo izquierdo,400000,MRH Football Agency,Proveedor no encontrado
Adilson,Córdoba CF,2ª División,21/03/1997,27,30/06/2025,Lissabon,Extremo izquierdo,300000,Premier Fútbol,Proveedor no encontrado
Jacobo González,Córdoba CF,2ª División,25/03/1997,27,30/06/2026,Madrid,Extremo derecho,800000,Antonio López ...,Proveedor no encontrado
Kuki Zalazar,Córdoba CF,2ª División,05/05/1998,26,30/06/2025,Montevideo,Extremo derecho,200000,CAA Stellar,Proveedor no encontrado
Nikolay Obolskiy,Córdoba CF,2ª División,14/01/1997,27,30/06/2026,Tula,Delantero centro,500000,Dvitex Sports ...,Proveedor no encontrado
Antonio Casas,Córdoba CF,2ª División,30/03/2000,24,30/06/2025,La Rambla (Córdoba),Delantero centro,500000,Niagara Sur,Proveedor no encontrado
Jude Soonsup-Bell,Córdoba CF,2ª División,10/01/2004,20,30/06/2026,Chippenham,Delantero centro,200000,Footwork,Nike
Luis López,CD Mirandés,2ª División,08/05/2001,23,30/06/2025,Murcia,Portero,300000,Best of You,adidas
Raúl Fernández,CD Mirandés,2ª División,13/03/1988,36,30/06/2025,Bilbao,Portero,200000,Pedro Bravo - ...,Proveedor no encontrado
Tachi,CD Mirandés,2ª División,10/09/1997,27,30/06/2025,Fuenlabrada,Defensa central,600000,Antonio López ...,Proveedor no encontrado
Pablo Tomeo,CD Mirandés,2ª División,23/01/2000,24,30/06/2025,Alloza,Defensa central,500000,Wasserman,Proveedor no encontrado
Sergio Postigo,CD Mirandés,2ª División,04/11/1988,35,30/06/2025,Madrid,Defensa central,400000,MESAS SPORT,adidas
Juan Gutiérrez,CD Mirandés,2ª División,28/01/2000,24,30/06/2025,Comillas,Defensa central,400000,Antonio López ...,Proveedor no encontrado
Unai Egiluz,CD Mirandés,2ª División,19/03/2002,22,30/06/2025,Durango,Defensa central,100000,Global Ases,Proveedor no encontrado
Julio Alonso,CD Mirandés,2ª División,14/12/1998,25,30/06/2025,Terrassa,Lateral izquierdo,600000,EMG Mundial,Proveedor no encontrado
Victor Parada,CD Mirandés,2ª División,04/04/2002,22,30/06/2025,Madrid,Lateral izquierdo,200000,CAA Base Ltd,Proveedor no encontrado
Hugo Rincón,CD Mirandés,2ª División,27/01/2003,21,30/06/2025,Valtierra,Lateral derecho,500000,LEADERBROCK,Proveedor no encontrado
Jon Gorrotxategi,CD Mirandés,2ª División,02/02/2002,22,30/06/2025,Eibar,Pivote,600000,Global Ases,Proveedor no encontrado
Mathis Lachuer,CD Mirandés,2ª División,31/08/2000,24,30/06/2025,Amiens,Pivote,600000,CANTERASPORT,Proveedor no encontrado
Santiago Homenchenko,CD Mirandés,2ª División,30/08/2003,21,30/06/2025,Mercedes,Pivote,500000,1930 S&L,Puma
Alberto Reina,CD Mirandés,2ª División,19/11/1997,26,30/06/2025,Chiclana de la ...,Mediocentro,600000,RR-Soccer ...,Proveedor no encontrado
Aboubacar Bassinga,CD Mirandés,2ª División,13/07/2005,19,30/06/2025,Lugar de nacimiento no encontrado,Mediocentro,100000,Gesport Espizua SL,Proveedor no encontrado
Joel Roca,CD Mirandés,2ª División,07/06/2005,19,30/06/2025,Camprodón,Extremo izquierdo,200000,Agente no encontrado,Proveedor no encontrado
Álex Calvo,CD Mirandés,2ª División,20/02/2004,20,30/06/2025,Córdoba,Extremo derecho,800000,DCGLOBALSL,Proveedor no encontrado
Ander Martín,CD Mirandés,2ª División,16/11/2000,23,30/06/2025,Donostia-San ...,Extremo derecho,400000,YOU FIRST,Proveedor no encontrado
Alberto Dadie,CD Mirandés,2ª División,20/07/2002,22,30/06/2025,Donostia-San ...,Extremo derecho,200000,IDUB GLOBAL,Proveedor no encontrado
Joaquín Panichelli,CD Mirandés,2ª División,07/10/2002,22,30/06/2025,Córdoba,Delantero centro,600000,Guastadisegno,Proveedor no encontrado
Urko Izeta,CD Mirandés,2ª División,29/09/1999,25,30/06/2025,Aia,Delantero centro,500000,IDUB GLOBAL,Proveedor no encontrado
